data_id,treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
PSID2,0,24,10,1,0,0,1,3152.4602,3902.9033,7447.7417
PSID2,0,23,15,0,0,1,0,3320.9573,2506.4517,9974.6543
PSID2,0,19,6,1,0,0,1,3526.6802,0,0
PSID2,0,27,15,0,0,1,0,3722.6069,4654.8389,19210.445
PSID2,0,27,12,1,0,1,0,3918.5337,1994.4194,17732.719
PSID2,0,43,10,1,0,1,1,3918.5337,2148.3872,0
PSID2,0,30,6,1,0,1,1,3918.5337,3401.6128,4433.1797
PSID2,0,27,15,0,0,1,0,4702.2402,0,0
PSID2,0,19,10,1,0,0,1,4702.2402,3437.4194,2364.3625
PSID2,0,20,12,0,0,0,0,4811.9595,716.12903,0
PSID2,0,52,12,0,0,1,0,4898.167,0,0
PSID2,0,44,11,1,0,0,1,5172.4644,6266.1289,0
PSID2,0,24,11,1,0,1,1,5427.1689,0,1329.9539
PSID2,0,38,10,1,0,1,1,5877.8003,0,0
PSID2,0,24,16,0,0,1,0,5877.8003,4833.8711,33987.711
PSID2,0,24,9,1,0,0,1,5877.8003,5370.9678,13299.539
PSID2,0,32,11,1,0,1,1,6524.3584,0,930.96771
PSID2,0,22,13,0,0,0,0,6857.4336,6266.1289,17363.287
PSID2,0,45,8,1,0,1,1,6857.4336,9537.0488,9408.6855
PSID2,0,21,14,0,0,1,0,6974.9897,11407.935,17141.629
PSID2,0,29,10,0,0,1,1,7347.2505,0,0
PSID2,0,54,12,0,0,1,0,7445.2139,0,0
PSID2,0,33,13,0,0,0,0,7837.0674,3580.6453,16254.992
PSID2,0,28,12,0,0,1,0,7837.0674,4475.8066,15663.902
PSID2,0,22,11,1,0,1,1,7837.0674,5012.9033,3694.3164
PSID2,0,27,11,1,0,1,1,7837.0674,5370.9678,7388.6328
PSID2,0,19,12,0,1,1,0,7837.0674,12532.258,13299.539
PSID2,0,22,11,0,0,1,1,7837.0674,13964.516,15072.811
PSID2,0,21,11,1,0,1,1,8032.9941,4848.1934,8570.8145
PSID2,0,24,12,1,0,1,0,8275.9434,15416.468,8335.8555
PSID2,0,54,6,1,0,1,1,8354.3135,0,0
PSID2,0,29,12,0,0,1,0,8389.5801,5908.0645,14481.72
PSID2,0,22,12,0,0,1,0,8816.7002,9939.8711,15486.575
PSID2,0,23,9,0,0,1,1,9012.627,0,14777.266
PSID2,0,24,12,0,0,1,0,9371.1729,2864.5161,2216.5898
PSID2,0,20,13,0,1,0,0,9404.4805,0,8275.2686
PSID2,0,26,12,0,0,1,0,9561.2217,0,13299.539
PSID2,0,27,12,1,0,1,0,9796.334,0,11821.813
PSID2,0,38,7,0,0,1,1,9796.334,5370.9678,11821.813
PSID2,0,33,12,1,0,0,0,9796.334,8951.6133,0
PSID2,0,29,12,1,0,1,0,9796.334,12532.258,19210.445
PSID2,0,23,11,1,0,1,1,9980.5049,6266.1289,10344.086
PSID2,0,39,11,1,0,1,1,9992.2607,11637.097,7260.0708
PSID2,0,22,12,0,0,0,0,9992.2607,15754.839,19949.309
PSID2,0,32,10,1,0,0,1,10188.187,8951.6133,0
PSID2,0,47,8,0,1,1,1,10286.151,7161.2905,1477.7266
PSID2,0,23,16,0,0,1,0,10384.114,26854.84,11821.813
PSID2,0,31,9,1,0,1,1,10775.967,8951.6133,5910.9063
PSID2,0,22,11,1,0,0,1,11069.857,5191.9355,9605.2227
PSID2,0,26,12,1,0,1,0,11167.821,1074.1935,8866.3594
PSID2,0,23,12,1,0,1,0,11167.821,7812.9678,14777.266
PSID2,0,31,8,0,0,1,1,11167.821,19335.484,20688.172
PSID2,0,19,12,0,0,1,0,11201.128,14143.548,24338.156
PSID2,0,37,12,0,0,1,0,11430.363,11372.129,8866.3594
PSID2,0,33,6,1,0,1,1,11739.927,5958.1934,9788.4609
PSID2,0,43,12,0,0,1,0,11755.601,0,295.54532
PSID2,0,34,11,1,0,0,1,11755.601,2148.3872,15516.129
PSID2,0,28,16,0,0,0,0,11755.601,6445.1611,0
PSID2,0,46,10,0,0,1,1,11755.601,7161.2905,10166.759
PSID2,0,25,9,1,0,0,1,11755.601,7161.2905,6649.7695
PSID2,0,46,10,0,0,1,1,11755.601,7161.2905,10166.759
PSID2,0,53,2,0,0,1,1,11755.601,8593.5488,0
PSID2,0,53,12,0,0,1,0,11755.601,9893.3223,5172.043
PSID2,0,39,10,1,0,0,1,11755.601,12532.258,25248.436
PSID2,0,28,16,0,0,1,0,11755.601,15217.742,20688.172
PSID2,0,51,8,0,0,1,1,11986.794,1546.8387,0
PSID2,0,27,12,0,0,1,0,12147.454,23274.193,26599.078
PSID2,0,53,8,0,0,1,1,12235.621,0,7240.8604
PSID2,0,37,11,0,0,1,1,12735.234,0,0
PSID2,0,19,13,0,0,1,0,12735.234,19693.549,28815.668
PSID2,0,50,6,1,0,1,1,13033.043,4092.6775,0
PSID2,0,29,16,0,0,1,0,13323.014,5370.9678,17732.719
PSID2,0,42,13,0,0,1,0,13701.153,0,33987.711
PSID2,0,22,12,1,0,1,0,13714.868,0,664.97699
PSID2,0,47,12,0,0,1,0,13714.868,0,12560.676
PSID2,0,26,12,0,0,1,0,13714.868,716.12903,22904.762
PSID2,0,19,11,0,0,1,1,13714.868,6416.5161,27781.26
PSID2,0,39,7,0,0,1,1,13714.868,6624.1934,0
PSID2,0,46,8,1,0,1,1,13714.868,7089.6772,0
PSID2,0,21,10,0,0,1,1,13714.868,14080.887,7249.7266
PSID2,0,52,8,0,0,1,1,13714.868,14322.581,8748.1416
PSID2,0,28,6,0,0,1,1,13734.46,6395.0322,10048.541
PSID2,0,53,5,1,0,1,1,14008.758,2660.4194,11082.949
PSID2,0,54,8,0,1,1,1,14302.648,0,8866.3594
PSID2,0,54,8,0,1,1,1,14302.648,0,8866.3594
PSID2,0,51,8,0,0,1,1,14465.267,21752.42,0
PSID2,0,37,13,0,0,1,0,14694.501,8951.6133,17732.719
PSID2,0,26,16,0,0,1,0,14694.501,11637.097,20688.172
PSID2,0,27,12,1,0,1,0,14694.501,13427.419,14079.779
PSID2,0,27,9,0,0,1,1,15478.208,16470.969,15516.129
PSID2,0,19,11,1,0,0,1,15587.927,10741.935,0
PSID2,0,46,12,0,0,1,0,15674.134,734.03229,20688.172
PSID2,0,49,8,0,1,0,1,15674.134,1074.1935,0
PSID2,0,21,13,0,0,0,0,15674.134,4946.6611,1733.3733
PSID2,0,25,11,1,0,0,1,15674.134,6982.2583,13890.63
PSID2,0,23,11,1,0,1,1,15674.134,8414.5156,8866.3594
PSID2,0,37,12,0,0,1,0,15674.134,8951.6133,28076.805
PSID2,0,37,12,0,0,1,0,15674.134,8951.6133,28076.805
PSID2,0,18,10,0,1,1,1,15674.134,10741.935,20688.172
PSID2,0,54,12,0,0,1,0,15674.134,25064.516,0
PSID2,0,54,12,0,0,1,0,15674.134,25064.516,0
PSID2,0,41,7,1,0,1,1,15674.134,32225.807,11082.949
PSID2,0,51,8,1,0,1,1,15987.617,5800.645,0
PSID2,0,53,4,1,0,1,1,16142.399,984.67743,0
PSID2,0,45,4,0,1,1,1,16261.914,28108.064,28076.805
PSID2,0,25,12,0,0,1,0,16653.768,12181.355,17732.719
PSID2,0,27,15,0,0,0,0,16653.768,23274.193,23643.625
PSID2,0,26,12,0,0,0,0,16653.768,23274.193,2955.4531
PSID2,0,33,11,1,0,1,1,17370.859,15844.355,14753.622
PSID2,0,42,8,1,0,0,1,17633.4,10562.903,0
PSID2,0,46,10,0,1,1,1,17633.4,10741.935,5910.9063
PSID2,0,28,14,1,0,1,0,17633.4,12532.258,16254.992
PSID2,0,28,12,0,0,0,0,17829.328,5012.9033,16240.215
PSID2,0,46,3,1,0,1,1,18319.145,14322.581,19949.309
PSID2,0,37,12,1,0,1,0,18808.961,16112.903,32509.984
PSID2,0,43,12,0,0,1,0,18808.961,17903.227,26155.76
PSID2,0,26,12,0,1,1,0,19055.828,0,13299.539
PSID2,0,49,4,0,0,1,1,19200.814,7161.2905,2955.4531
PSID2,0,22,14,0,0,1,0,19279.186,17616.773,17289.4
PSID2,0,21,12,1,0,0,0,19592.668,716.12903,22165.898
PSID2,0,25,12,1,0,1,0,19592.668,5370.9678,24642.568
PSID2,0,24,16,0,0,1,0,19592.668,12890.323,31032.258
PSID2,0,45,14,0,0,1,0,19592.668,13606.452,17732.719
PSID2,0,20,12,1,0,1,0,19592.668,16709.08,12708.449
PSID2,0,30,12,0,0,1,0,19592.668,21483.871,29554.531
PSID2,0,53,10,1,0,1,1,20062.893,15502.403,13299.539
PSID2,0,50,7,0,0,1,1,20180.447,14322.581,0
PSID2,0,30,12,0,0,1,0,20180.447,15754.839,33987.711
PSID2,0,40,11,1,0,1,1,20278.41,16112.903,19210.445
PSID2,0,42,12,0,0,1,0,21160.08,21483.871,12232.621
PSID2,0,35,12,1,0,1,0,21551.936,14322.581,15638.78
PSID2,0,35,12,1,0,1,0,21551.936,14322.581,15638.78
PSID2,0,27,13,0,0,1,0,21551.936,14322.581,16254.992
PSID2,0,46,11,0,0,1,1,21551.936,16112.903,13299.539
PSID2,0,48,10,0,0,1,1,23511.201,2864.5161,0
PSID2,0,50,16,0,0,0,0,23511.201,14322.581,39973.98
PSID2,0,52,11,0,0,1,1,23568.02,0,0
PSID2,0,27,12,0,0,1,0,23707.129,21483.871,33987.711
PSID2,0,24,13,0,0,1,0,23903.055,1790.3226,449.22888
PSID2,0,46,12,0,0,0,0,23918.729,12532.258,0
PSID2,0,26,16,0,0,0,0,24490.836,27750,9605.2227
PSID2,0,32,10,0,0,1,1,24686.762,27033.871,22904.762
PSID2,0,35,12,0,0,1,0,25078.615,26854.84,29554.531
PSID2,0,48,8,0,0,1,1,25470.469,0,13299.539
PSID2,0,28,13,0,0,1,0,25470.469,19693.549,26599.078
PSID2,0,51,16,0,0,0,0,25470.469,24169.355,12708.449
PSID2,0,50,12,0,0,1,0,26254.176,0,0
PSID2,0,25,12,0,0,0,0,26254.176,21483.871,26599.078
PSID2,0,44,6,0,1,1,1,26450.102,3580.6453,0
PSID2,0,43,12,1,0,1,0,26450.102,14322.581,29554.531
PSID2,0,39,12,0,0,1,0,26450.102,27750,6354.2241
PSID2,0,21,12,1,0,1,0,27037.883,16560.484,20688.172
PSID2,0,54,13,0,0,1,0,27429.734,25422.58,24382.488
PSID2,0,40,11,0,0,1,1,28409.369,12532.258,13299.539
PSID2,0,28,12,0,0,1,0,28605.295,20588.711,34135.484
PSID2,0,24,12,0,0,1,0,29193.074,21304.84,19242.955
PSID2,0,41,13,0,0,0,0,29389.002,0,30293.395
PSID2,0,19,11,1,0,0,1,29725.996,8806.5967,9457.4502
PSID2,0,28,12,0,0,1,0,30760.488,28824.193,39898.617
PSID2,0,39,14,0,0,1,0,31348.27,27750,47287.25
PSID2,0,39,14,0,0,1,0,31348.27,27750,47287.25
PSID2,0,50,17,0,0,1,0,33307.535,30435.484,25860.215
PSID2,0,42,11,0,0,1,1,33307.535,44758.066,54675.883
PSID2,0,37,10,0,0,1,1,36246.438,17545.16,17732.719
PSID2,0,37,10,0,0,1,1,36246.438,17545.16,17732.719
PSID2,0,49,8,0,0,1,1,37226.07,14322.581,23643.625
PSID2,0,43,17,0,0,1,0,37226.07,16650,30441.168
PSID2,0,38,16,0,0,1,0,58778.004,53709.676,41376.344
PSID2,0,51,17,0,0,1,0,74452.141,0,0
