data_id,treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
CPS2,0,37,14,0,0,0,0,25862.32,25243.551,25564.67
CPS2,0,45,12,0,0,1,0,25862.32,25243.551,23492.9
CPS2,0,28,13,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,52,13,0,0,1,0,25862.32,25243.551,0
CPS2,0,49,8,1,0,0,1,25862.32,25243.551,18622.311
CPS2,0,28,12,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,50,8,0,0,1,1,25862.32,25243.551,25564.67
CPS2,0,50,10,0,0,1,1,25862.32,25243.551,25564.67
CPS2,0,32,18,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,48,12,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,44,12,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,55,9,0,0,1,1,25862.32,25243.551,25564.67
CPS2,0,29,16,0,0,0,0,25862.32,25243.551,25564.67
CPS2,0,38,12,0,0,1,0,25862.32,25243.551,19664.109
CPS2,0,33,16,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,36,12,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,31,10,0,0,0,1,25862.32,25243.551,23218.039
CPS2,0,44,8,1,0,1,1,25862.32,25243.551,0
CPS2,0,46,14,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,27,13,0,0,1,0,25862.32,25243.551,44.331799
CPS2,0,25,17,0,0,0,0,25862.32,25243.551,25564.67
CPS2,0,24,12,0,0,1,0,25862.32,25243.551,4861.7202
CPS2,0,21,12,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,37,12,0,0,1,0,25862.32,25243.551,22216.141
CPS2,0,39,12,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,31,16,1,0,0,0,25862.32,25243.551,25564.67
CPS2,0,32,12,0,0,1,0,25862.32,25243.551,4857.2871
CPS2,0,45,12,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,46,8,0,0,1,1,25862.32,25243.551,25564.67
CPS2,0,34,14,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,28,16,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,42,18,0,0,1,0,25862.32,25243.551,22214.66
CPS2,0,32,12,0,0,1,0,25862.32,25243.551,23368.77
CPS2,0,46,12,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,48,12,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,34,12,1,0,1,0,25862.32,25243.551,25564.67
CPS2,0,50,16,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,54,7,0,0,1,1,25862.32,25243.551,25564.67
CPS2,0,36,12,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,44,12,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,55,13,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,49,12,0,0,1,0,25862.32,25243.551,24794.77
CPS2,0,31,17,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,52,14,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,36,12,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,41,12,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,26,18,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,46,14,0,0,1,0,25862.32,25243.551,7013.29
CPS2,0,37,12,0,0,0,0,25862.32,25243.551,25564.67
CPS2,0,39,12,0,0,0,0,25862.32,25243.551,25564.67
CPS2,0,33,13,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,50,10,0,0,1,1,25862.32,25243.551,5550.3408
CPS2,0,45,12,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,41,11,0,0,1,1,25862.32,25243.551,25564.67
CPS2,0,30,12,0,0,0,0,25862.32,25243.551,25564.67
CPS2,0,40,12,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,33,12,0,0,1,0,25862.32,25243.551,25564.67
CPS2,0,39,10,0,0,1,1,25862.32,25243.551,25564.67
CPS2,0,51,18,0,0,1,0,25862.32,25243.551,0
CPS2,0,41,12,0,0,1,0,25860.359,25243.551,8647.6563
CPS2,0,55,15,0,0,1,0,25823.141,25243.551,0
CPS2,0,28,12,0,0,1,0,25819.221,25243.551,25564.67
CPS2,0,29,14,0,0,1,0,25723.211,25243.551,25564.67
CPS2,0,32,18,0,0,0,0,25666.4,25243.551,25564.67
CPS2,0,24,14,0,0,1,0,25654.641,25243.551,13695.57
CPS2,0,54,12,0,0,0,0,25493.98,25243.551,19405.51
CPS2,0,45,7,0,0,1,1,25409.73,25243.551,25564.67
CPS2,0,29,16,0,0,1,0,25158.949,25243.551,25564.67
CPS2,0,46,14,0,0,1,0,25135.43,25243.551,24468.199
CPS2,0,32,17,0,0,1,0,25121.721,25243.551,25527.73
CPS2,0,47,13,0,0,1,0,24392.869,25243.551,25564.67
CPS2,0,35,14,0,0,1,0,24386.99,25243.551,10821.39
CPS2,0,55,8,0,0,1,1,24377.199,25243.551,0
CPS2,0,53,12,0,0,0,0,24255.721,25243.551,20187.221
CPS2,0,40,9,0,0,1,1,24173.43,25243.551,25564.67
CPS2,0,38,11,0,0,1,1,23810.971,25243.551,25564.67
CPS2,0,51,10,0,0,1,1,23405.4,25243.551,1421.573
CPS2,0,34,12,0,0,0,0,23203.6,25243.551,15597.4
CPS2,0,28,13,0,0,1,0,23178.131,25243.551,23577.131
CPS2,0,49,12,0,0,1,0,23115.43,25243.551,25564.67
CPS2,0,55,8,0,0,1,1,22915.58,25243.551,1306.3101
CPS2,0,31,12,0,0,0,0,21943.789,25243.551,19956.699
CPS2,0,33,12,0,1,1,0,21644.02,25243.551,25564.67
CPS2,0,49,9,0,0,1,1,21375.6,25243.551,18603.1
CPS2,0,47,12,0,0,1,0,21305.07,25243.551,25564.67
CPS2,0,25,12,0,0,1,0,21030.77,25243.551,25564.67
CPS2,0,54,9,0,0,1,1,20930.85,25243.551,21836.369
CPS2,0,48,15,0,0,1,0,20881.869,25243.551,16757.42
CPS2,0,25,16,0,0,1,0,20209.84,25243.551,22887.029
CPS2,0,42,16,0,0,1,0,19984.52,25243.551,25564.67
CPS2,0,51,12,0,0,1,0,19812.109,25243.551,6934.9712
CPS2,0,25,14,0,0,1,0,18793.289,25243.551,19350.83
CPS2,0,23,16,0,0,0,0,18403.391,25243.551,25564.67
CPS2,0,33,12,0,0,1,0,17317.961,25243.551,25564.67
CPS2,0,50,10,0,0,1,1,16847.74,25243.551,25564.67
CPS2,0,22,9,0,1,1,1,15948.43,25243.551,25564.67
CPS2,0,30,12,0,0,1,0,12227.78,25243.551,25564.67
CPS2,0,22,12,0,0,0,0,7897.8042,25243.551,24627.789
CPS2,0,45,18,0,0,1,0,4829.5928,25243.551,16074.71
CPS2,0,38,12,0,1,1,0,0,25243.551,25564.67
CPS2,0,52,16,0,0,1,0,25862.32,25241.76,12429.16
CPS2,0,30,16,0,0,1,0,25862.32,25241.76,25564.67
CPS2,0,27,12,0,0,1,0,25862.32,25239.971,25564.67
CPS2,0,43,15,0,0,1,0,19386.949,25207.74,22579.66
CPS2,0,21,11,1,0,1,1,25862.32,25202.369,20269.98
CPS2,0,54,8,0,0,1,1,25862.32,25073.471,25564.67
CPS2,0,37,12,0,0,1,0,25862.32,25071.68,25564.67
CPS2,0,39,14,0,0,1,0,23595.449,25014.391,11677
CPS2,0,31,15,0,0,1,0,24471.24,25000.061,25564.67
CPS2,0,54,11,0,1,1,1,17582.461,24996.48,25564.67
CPS2,0,28,12,0,0,1,0,25862.32,24985.74,25564.67
CPS2,0,55,12,0,0,1,0,25862.32,24930.24,8804.2949
CPS2,0,28,16,0,0,1,0,23605.25,24699.289,25564.67
CPS2,0,54,11,0,0,1,1,24312.539,24692.131,0
CPS2,0,43,6,0,1,1,1,21743.939,24667.061,25564.67
CPS2,0,49,12,0,0,1,0,22472.789,24627.68,0
CPS2,0,53,12,0,0,1,0,25862.32,24607.98,19934.529
CPS2,0,47,16,0,0,1,0,25862.32,24581.131,6086.7559
CPS2,0,46,13,0,0,1,0,25862.32,24525.631,25564.67
CPS2,0,38,12,0,0,1,0,25862.32,24504.15,25564.67
CPS2,0,38,12,1,0,1,0,25862.32,24486.24,25564.67
CPS2,0,43,11,0,0,0,1,20141.26,24369.869,19176.461
CPS2,0,52,18,0,0,1,0,25862.32,24325.109,14344.29
CPS2,0,36,11,0,0,1,1,23150.699,24267.82,0
CPS2,0,26,12,0,0,1,0,14288.93,24267.82,13846.3
CPS2,0,30,12,0,0,1,0,25862.32,24196.211,18619.35
CPS2,0,37,13,1,0,0,0,23513.16,24117.439,0
CPS2,0,22,12,0,0,0,0,21461.811,24095.949,22381.65
CPS2,0,24,12,0,0,0,0,22472.789,24029.711,0
CPS2,0,49,12,0,1,1,0,25862.32,23933.029,24021.92
CPS2,0,31,13,0,0,0,0,23585.65,23839.939,25564.67
CPS2,0,32,12,0,0,1,0,11248.15,23816.66,8921.0352
CPS2,0,53,11,1,0,1,1,22147.551,23780.85,25564.67
CPS2,0,30,12,1,0,1,0,18211.381,23768.32,22230.92
CPS2,0,22,12,0,0,1,0,21783.131,23761.16,25564.67
CPS2,0,47,11,0,0,0,1,12012.26,23725.35,25564.67
CPS2,0,26,12,0,0,1,0,21671.449,23675.23,25564.67
CPS2,0,55,4,1,0,1,1,22990.039,23651.949,0
CPS2,0,29,14,0,0,1,0,25862.32,23637.631,15811.67
CPS2,0,29,12,0,0,1,0,25862.32,23632.26,25564.67
CPS2,0,27,11,0,0,1,1,21260,23601.82,10632.24
CPS2,0,50,9,0,0,0,1,20774.109,23574.971,19726.17
CPS2,0,34,11,0,0,1,1,19696.51,23549.9,25564.67
CPS2,0,38,14,0,0,1,0,25176.58,23437.109,25564.67
CPS2,0,54,14,0,0,1,0,25862.32,23326.109,25564.67
CPS2,0,49,8,0,0,1,1,23869.75,23310,25564.67
CPS2,0,30,12,0,0,1,0,25862.32,23181.1,25564.67
CPS2,0,42,9,0,0,1,1,23499.449,23157.82,21273.35
CPS2,0,32,11,0,0,1,1,25862.32,23132.76,25564.67
CPS2,0,37,12,1,0,1,0,25862.32,23122.02,25564.67
CPS2,0,49,10,0,0,0,1,25821.18,23107.689,22420.07
CPS2,0,49,12,0,0,1,0,23234.949,23075.471,25564.67
CPS2,0,54,8,1,0,1,1,20147.141,23048.609,25515.9
CPS2,0,41,12,0,0,1,0,25862.32,23005.65,11422.83
CPS2,0,53,9,0,0,1,1,22525.689,22928.66,24397.27
CPS2,0,48,12,0,0,1,0,25133.471,22907.18,25564.67
CPS2,0,46,12,0,0,1,0,25862.32,22885.689,25564.67
CPS2,0,52,12,0,0,1,0,18356.369,22833.77,25564.67
CPS2,0,34,10,0,0,1,1,25705.58,22801.551,25564.67
CPS2,0,42,12,0,0,1,0,25862.32,22796.18,11350.42
CPS2,0,50,12,0,0,1,0,25862.32,22783.65,25564.67
CPS2,0,19,10,0,0,0,1,7976.1748,22781.85,25564.67
CPS2,0,34,12,0,0,1,0,23256.5,22776.48,16853.471
CPS2,0,30,16,0,0,0,0,19741.57,22771.109,25564.67
CPS2,0,45,12,0,0,1,0,23362.301,22738.891,18654.82
CPS2,0,38,15,0,0,1,0,21990.811,22738.891,8165.917
CPS2,0,51,10,0,0,1,1,22946.93,22715.609,0
CPS2,0,49,13,0,0,1,0,25862.32,22692.34,25564.67
CPS2,0,54,12,0,0,1,0,22684.391,22620.73,12141
CPS2,0,43,7,0,0,1,1,25862.32,22599.24,11072.61
CPS2,0,29,12,0,0,1,0,25862.32,22574.18,25564.67
CPS2,0,36,14,0,0,1,0,25862.32,22554.48,25564.67
CPS2,0,44,8,0,0,1,1,18742.35,22525.84,23040.711
CPS2,0,47,12,0,0,1,0,23452.42,22490.029,20711.82
CPS2,0,23,16,0,0,0,0,13748.18,22407.68,24744.529
CPS2,0,46,16,0,0,0,0,25862.32,22316.369,19452.789
CPS2,0,34,12,0,0,1,0,21855.619,22260.869,25150.91
CPS2,0,27,12,0,0,1,0,20464.539,22259.08,0
CPS2,0,37,13,0,0,1,0,25860.359,22234.02,25564.67
CPS2,0,29,12,0,0,1,0,24596.641,22232.23,25564.67
CPS2,0,39,12,0,0,1,0,11404.89,22149.869,11796.69
CPS2,0,46,12,1,0,1,0,20638.92,22099.74,25564.67
CPS2,0,26,14,0,0,1,0,25862.32,22020.971,20033.539
CPS2,0,38,12,0,0,0,0,23885.42,21963.68,23614.07
CPS2,0,40,8,0,0,1,1,18076.199,21847.311,21713.711
CPS2,0,27,12,1,0,1,0,25862.32,21840.15,25564.67
CPS2,0,53,8,0,0,1,1,24236.131,21818.66,25564.67
CPS2,0,48,13,1,0,1,0,20417.52,21777.48,25564.67
CPS2,0,23,11,0,0,1,1,17345.391,21761.369,23421.971
CPS2,0,45,11,0,0,1,1,18971.58,21747.051,0
CPS2,0,34,8,0,0,1,1,18959.82,21736.311,25564.67
CPS2,0,49,12,0,0,0,0,16726.26,21716.609,22018.131
CPS2,0,46,7,0,0,1,1,25862.32,21711.24,4857.2871
CPS2,0,32,12,0,0,0,0,22606.02,21671.85,6818.23
CPS2,0,51,11,0,0,1,1,18270.16,21637.84,20267.02
CPS2,0,47,14,0,0,0,0,25862.32,21632.471,15715.62
CPS2,0,22,12,1,0,1,0,22772.561,21612.77,15462.93
CPS2,0,37,12,0,0,1,0,25668.35,21589.5,25564.67
CPS2,0,26,17,0,0,1,0,25862.32,21503.561,0
CPS2,0,54,7,0,0,1,1,22282.74,21499.98,22700.84
CPS2,0,31,13,0,0,1,0,25552.76,21440.9,25564.67
CPS2,0,32,12,0,1,1,0,22984.16,21440.9,22148.17
CPS2,0,38,8,0,0,1,1,18346.57,21430.16,0
CPS2,0,42,11,0,0,1,1,25223.6,21340.65,18898.65
CPS2,0,38,14,0,0,1,0,25270.619,21333.48,7246.771
CPS2,0,28,13,0,0,1,0,24771.01,21333.48,14323.6
CPS2,0,49,4,0,1,1,1,15519.35,21303.051,25564.67
CPS2,0,50,9,0,0,1,1,15846.55,21279.77,25564.67
CPS2,0,29,10,0,0,1,1,22337.6,21235.02,13175.41
CPS2,0,35,14,0,0,1,0,23991.221,21229.65,25564.67
CPS2,0,36,5,1,0,1,1,17976.27,21227.85,25354.83
CPS2,0,32,12,0,0,1,0,25862.32,21226.061,25564.67
CPS2,0,50,10,0,0,1,1,22933.221,21190.26,0
CPS2,0,35,12,0,1,1,0,10774.01,21168.77,15624
CPS2,0,54,6,0,0,1,1,21602.881,21163.4,0
CPS2,0,44,12,0,1,0,0,21389.32,21156.24,25564.67
CPS2,0,45,12,0,0,1,0,25862.32,21125.811,15303.34
CPS2,0,44,10,0,0,1,1,24447.73,21124.02,22860.43
CPS2,0,53,12,0,0,1,0,20836.801,21120.439,11204.12
CPS2,0,39,12,0,0,1,0,25862.32,21115.061,25564.67
CPS2,0,27,14,1,0,1,0,25819.221,20973.631,25564.67
CPS2,0,33,12,0,0,1,0,19808.189,20946.77,25564.67
CPS2,0,32,10,0,0,1,1,22129.92,20910.971,13271.46
CPS2,0,26,12,0,0,1,0,21116.98,20910.971,22551.59
CPS2,0,54,12,0,0,1,0,22649.119,20887.689,24808.07
CPS2,0,49,10,0,0,1,1,19492.75,20875.16,14891.05
CPS2,0,53,8,0,0,1,1,25862.32,20669.27,25564.67
CPS2,0,52,12,1,0,1,0,25862.32,20660.32,13125.17
CPS2,0,41,12,0,0,1,0,20680.061,20635.26,22881.119
CPS2,0,24,14,1,0,1,0,14034.23,20628.1,25564.67
CPS2,0,25,16,0,0,1,0,21271.76,20601.24,25564.67
CPS2,0,37,12,0,0,1,0,25862.32,20497.4,21028.051
CPS2,0,37,10,1,0,1,1,14249.75,20488.449,21521.609
CPS2,0,33,14,0,0,1,0,25862.32,20474.131,10975.08
CPS2,0,54,12,0,0,0,0,17960.6,20447.27,20544.83
CPS2,0,40,13,0,0,1,0,22443.4,20440.109,25564.67
CPS2,0,53,8,0,0,1,1,25862.32,20393.561,545.28113
CPS2,0,36,14,0,0,1,0,9602.3672,20354.18,25564.67
CPS2,0,40,12,0,0,0,0,22002.57,20298.68,23506.199
CPS2,0,27,12,0,0,1,0,25733.01,20286.15,19058.24
CPS2,0,52,12,0,0,1,0,25862.32,20268.24,24856.84
CPS2,0,48,12,0,0,1,0,25862.32,20243.18,23037.76
CPS2,0,44,12,0,0,1,0,20664.391,20243.18,21860.01
CPS2,0,30,16,0,1,1,0,23552.35,20167.98,25564.67
CPS2,0,33,12,0,1,1,0,20952.4,20121.439,829.00458
CPS2,0,23,12,0,0,1,0,16904.551,20089.211,23906.66
CPS2,0,30,15,0,0,1,0,22378.75,20062.35,22681.631
CPS2,0,30,12,1,0,1,0,21303.109,20049.82,0
CPS2,0,26,12,0,0,1,0,22135.801,20005.061,25564.67
CPS2,0,29,12,0,0,0,0,17225.869,19999.689,22041.77
CPS2,0,26,16,0,0,0,0,21608.75,19980,21994.48
CPS2,0,34,12,0,0,1,0,17506.051,19886.9,25564.67
CPS2,0,25,12,0,0,1,0,19028.4,19815.289,0
CPS2,0,25,12,0,0,1,0,21138.529,19804.551,12928.63
CPS2,0,30,18,0,0,1,0,9719.9229,19799.18,25564.67
CPS2,0,30,12,0,0,1,0,8981.2793,19792.02,21763.961
CPS2,0,22,12,0,0,1,0,21305.07,19775.9,19665.59
CPS2,0,34,9,0,0,1,1,24849.381,19732.939,19884.289
CPS2,0,51,12,0,0,1,0,24287.07,19732.939,25564.67
CPS2,0,27,12,0,0,1,0,23959.869,19716.82,8965.3672
CPS2,0,28,7,0,0,1,1,19392.82,19641.631,25564.67
CPS2,0,54,12,0,0,1,0,25862.32,19587.92,25564.67
CPS2,0,30,16,1,0,0,0,21314.859,19552.109,18815.891
CPS2,0,46,8,0,0,0,1,18466.09,19523.471,20496.07
CPS2,0,39,12,0,0,1,0,21971.221,19510.939,25381.43
CPS2,0,25,15,0,0,0,0,18793.289,19501.98,5380.4019
CPS2,0,30,12,0,0,1,0,24790.6,19484.08,3954.396
CPS2,0,33,12,0,0,0,0,4892.2891,19475.131,23501.76
CPS2,0,31,7,1,0,1,1,17862.641,19459.02,15788.03
CPS2,0,46,7,0,0,1,1,25862.32,19444.689,25564.67
CPS2,0,54,14,0,0,1,0,19202.77,19437.529,20215.301
CPS2,0,53,9,0,0,1,1,19273.311,19326.529,19946.35
CPS2,0,36,12,0,0,1,0,15172.56,19303.26,25564.67
CPS2,0,54,12,0,0,1,0,25862.32,19213.74,16144.16
CPS2,0,22,12,1,0,1,0,13599.27,19211.949,19219.311
CPS2,0,30,12,0,0,0,0,3250.4241,19199.42,0
CPS2,0,30,12,0,0,1,0,20151.061,19104.529,21044.301
CPS2,0,34,8,0,0,1,1,24163.641,19054.4,21542.301
CPS2,0,33,10,0,0,1,1,20141.26,19047.24,10453.44
CPS2,0,41,10,0,0,1,1,20819.17,19023.971,25564.67
CPS2,0,37,12,0,0,1,0,21508.83,18957.73,19470.529
CPS2,0,25,12,0,0,0,0,15785.81,18880.74,8607.7568
CPS2,0,28,8,0,0,1,1,20999.42,18855.68,24992.789
CPS2,0,27,11,1,0,1,1,16698.83,18837.77,0
CPS2,0,20,10,0,0,0,1,19616.18,18832.4,21221.631
CPS2,0,25,12,0,0,1,0,20519.4,18825.24,9079.1523
CPS2,0,22,13,0,0,0,0,10580.04,18801.971,16223.96
CPS2,0,22,11,0,0,1,1,10109.82,18726.77,2807.6799
CPS2,0,55,16,0,0,0,0,18863.82,18689.18,14601.42
CPS2,0,53,12,0,0,1,0,10693.68,18658.74,15059.51
CPS2,0,28,16,0,0,1,0,18526.83,18622.939,22288.551
CPS2,0,52,12,0,0,1,0,25862.32,18621.15,8019.6221
CPS2,0,49,16,0,0,0,0,25862.32,18619.35,8921.0352
CPS2,0,27,9,0,0,1,1,22553.119,18594.289,23160.41
CPS2,0,48,14,0,0,1,0,25862.32,18572.811,0
CPS2,0,25,13,0,0,1,0,23969.67,18563.85,13237.47
CPS2,0,23,11,1,0,1,1,21401.07,18549.529,20261.109
CPS2,0,35,12,0,0,1,0,23466.141,18531.631,24790.34
CPS2,0,33,12,0,0,1,0,18023.301,18520.891,18147.961
CPS2,0,36,14,0,1,1,0,0,18488.66,18543.99
CPS2,0,48,4,0,1,1,1,18791.33,18399.15,25564.67
CPS2,0,35,14,0,0,1,0,15921,18366.92,0
CPS2,0,30,12,0,0,1,0,20166.73,18347.23,25564.67
CPS2,0,24,12,0,0,1,0,25862.32,18315,25564.67
CPS2,0,38,8,0,0,1,1,21673.41,18309.631,16917.01
CPS2,0,22,14,0,0,1,0,16179.63,18302.471,25564.67
CPS2,0,45,9,0,0,1,1,25043.35,18293.52,21761
CPS2,0,32,6,0,0,1,1,17163.18,18264.869,3972.1289
CPS2,0,36,8,0,1,1,1,17878.311,18157.449,12897.6
CPS2,0,44,8,0,0,1,1,25862.32,18114.48,23325.91
CPS2,0,28,12,0,0,1,0,17508.01,18058.98,20695.561
CPS2,0,46,8,0,0,1,1,23360.34,18046.449,20284.75
CPS2,0,48,9,0,0,1,1,18485.68,17976.631,14865.93
CPS2,0,29,16,0,0,1,0,23426.949,17965.891,25564.67
CPS2,0,42,8,0,0,1,1,19026.439,17940.82,17793.311
CPS2,0,42,12,0,0,1,0,18323.061,17896.061,21628.01
CPS2,0,22,12,0,0,1,0,9710.126,17894.27,23775.141
CPS2,0,52,7,0,0,1,1,14398.65,17874.58,13932.01
CPS2,0,52,12,0,0,1,0,10084.35,17860.26,0
CPS2,0,26,12,0,0,1,0,25862.32,17806.551,25564.67
CPS2,0,21,12,0,0,1,0,11385.3,17792.23,21492.061
CPS2,0,29,12,0,0,0,0,25501.82,17777.9,24457.85
CPS2,0,24,14,0,0,1,0,9710.126,17740.311,25328.23
CPS2,0,25,12,0,0,1,0,8679.5518,17666.9,17465.25
CPS2,0,55,8,0,0,1,1,17125.949,17661.529,17870.15
CPS2,0,26,13,0,0,1,0,14294.81,17620.35,19380.381
CPS2,0,22,12,0,0,1,0,18360.289,17613.189,23387.98
CPS2,0,22,11,0,0,1,1,16794.84,17606.029,20982.24
CPS2,0,26,14,0,0,0,0,21812.52,17532.631,24432.73
CPS2,0,29,12,0,0,1,0,18730.59,17521.891,18289.82
CPS2,0,23,12,0,0,1,0,11422.53,17509.35,7261.5479
CPS2,0,25,14,0,0,1,0,9859.0313,17491.449,25564.67
CPS2,0,32,12,0,0,1,0,20599.73,17469.971,23869.721
CPS2,0,54,17,0,0,1,0,22986.119,17461.02,4564.6968
CPS2,0,42,10,0,0,1,1,18027.211,17439.529,22876.689
CPS2,0,23,11,0,0,1,1,16150.24,17380.449,9939.1895
CPS2,0,30,10,0,0,1,1,20760.391,17339.27,14635.4
CPS2,0,42,6,0,0,1,1,16165.91,17317.789,25564.67
CPS2,0,55,12,0,0,1,0,21297.23,17299.891,20673.391
CPS2,0,39,12,0,0,1,0,14151.78,17269.449,20688.17
CPS2,0,21,12,0,0,0,0,9590.6113,17197.84,16671.711
CPS2,0,38,9,0,0,0,1,15895.53,17196.051,14790.57
CPS2,0,19,12,0,0,0,0,10278.31,17194.26,18218.891
CPS2,0,24,4,0,1,1,1,8426.8066,17034.92,25279.471
CPS2,0,36,12,0,0,1,0,24388.949,17020.6,25564.67
CPS2,0,37,10,0,0,1,1,25862.32,16999.109,25564.67
CPS2,0,52,10,0,0,1,1,25862.32,16977.631,25564.67
CPS2,0,21,12,0,0,1,0,17159.26,16934.66,9844.6143
CPS2,0,52,12,0,0,1,0,21963.381,16891.689,19727.65
CPS2,0,23,9,0,0,1,1,16830.1,16884.529,10089.92
CPS2,0,26,12,0,0,0,0,8236.7578,16852.311,3258.387
CPS2,0,45,12,0,0,1,0,25862.32,16832.609,25564.67
CPS2,0,51,10,0,0,1,1,25862.32,16823.66,25564.67
CPS2,0,48,10,0,0,1,1,11879.03,16757.42,14104.9
CPS2,0,31,9,0,1,1,1,18248.609,16705.5,23603.73
CPS2,0,28,13,0,0,1,0,22760.801,16624.939,20995.539
CPS2,0,46,12,0,0,1,0,16902.59,16542.58,20903.92
CPS2,0,38,11,0,0,1,1,19588.75,16526.471,0
CPS2,0,28,12,0,0,1,0,21873.25,16522.891,25564.67
CPS2,0,21,16,0,0,0,0,14655.32,16490.66,8287.0908
CPS2,0,40,11,0,0,1,1,25394.061,16488.869,25564.67
CPS2,0,46,10,0,0,1,1,18828.551,16474.551,11010.54
CPS2,0,24,12,0,0,1,0,23084.08,16465.6,10048.54
CPS2,0,52,12,0,0,1,0,15844.59,16361.76,19435.061
CPS2,0,53,14,0,0,1,0,22995.91,16304.47,0
CPS2,0,52,8,0,0,1,1,17829.33,16291.94,3029.3391
CPS2,0,27,12,0,0,1,0,18928.48,16290.15,16238.74
CPS2,0,45,8,0,0,1,1,25862.32,16220.32,19735.039
CPS2,0,49,6,0,1,1,1,5407.5762,16204.21,14098.99
